Project Name,Address,SAMIS Project ID,Building ID,Management name,BIN (NYC DOB),Floodplain,Tract GEOID (2020 Census),School district,School district SDL code,Latitude,Longitude,County,Total project units,Owner name,Number of bldgs in project,Building units,Date in service,Construction Type (New / Rehab),Tax Parcel Print Key,Congressional District (current),Assembly District (current),State Senate District (current),x,y
GENESEE CROSSING,"27-29 NOYES ST, UTICA, 13502",20116050-01899,0211008,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09502086,-75.2457601,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,7/30/2013,NEW,318.64-2-50,22,119,53,479999.3905207982,4771396.094863869
GENESEE CROSSING,"715-717 NOYES ST, UTICA, 13502",20116050-01899,0211009,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09614763,-75.24730137,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,12/30/2013,NEW,318.56-3-43,22,119,53,479874.32681761676,4771521.591669961
GENESEE CROSSING,"723-725 NOYES ST, UTICA, 13502",20116050-01899,0211010,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09620862,-75.24743742,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,12/30/2013,NEW,318.56-3-41,22,119,53,479863.2748898711,4771528.397283992
GENESEE CROSSING,"727-729 NOYES ST, UTICA, 13502",20116050-01899,0211011,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09623912,-75.24750545,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,2/3/2014,NEW,318.56-3-40,22,119,53,479857.74852898344,4771531.80065423
GENESEE CROSSING,"731-733 NOYES ST, UTICA, 13502",20116050-01899,0211013,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09626962,-75.24757348,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,12/16/2013,NEW,318.56-3-39,22,119,53,479852.22217358975,4771535.204028976
GENESEE CROSSING,"1401-1403 SUNSET AVE, UTICA, 13502",20116050-01899,0211014,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09672905,-75.24871425,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,12/16/2013,NEW,318.56-3-37,22,119,53,479759.5364448224,4771586.498552266
GENESEE CROSSING,"1408-1410 SUNSET AVE, UTICA, 13502",20116050-01899,0211015,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021104,UTICA CITY SD,412300,43.09650423,-75.2490665,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,11/12/2013,NEW,318.55-2-23,22,119,53,479730.7960378135,4771561.617314453
GENESEE CROSSING,"125-127 GOLD ST, UTICA, 13501",20116050-01899,0211016,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065026400,UTICA CITY SD,412300,43.09261714,-75.23990162,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,1/27/2013,NEW,318.73-3-78,22,119,53,480475.4057800935,4771127.780733849
GENESEE CROSSING,"1527-1529 WEST ST, UTICA, 13501",20116050-01899,0211017,"HOUSING VISIONS CONSULTANTS, INC.",NA (Outside NYC),,36065021500,UTICA CITY SD,412300,43.08918132,-75.23865957,ONEIDA,33,"GENESEE CROSSING, LLC",13,2,1/27/2013,NEW,318.81-2-32,22,119,53,480575.4053508881,4770745.944046845
GENESEE PARK PLACE APARTMENTS,"145 PARK RD, BATAVIA, 14020",19980021-00898,0079504,GVRPC INC.,NA (Outside NYC),,36037950501,BATAVIA CITY SD,180300,43.01298436,-78.20126478,GENESEE,32,"GENESEE PARK PLACE ASSOCIATES, L.P.",1,32,9/20/1999,NEW,71.13-3-1.12,24,139,57,239115.52815502728,4767231.097013623
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0030393,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66659007,-73.89954639,KINGS,150,HELP DUMONT LLC,7,12,12/30/2017,REHAB,3-3783-1002,8,60,19,593015.5006540131,4502328.602604014
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263666,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66636407,-73.89947117,KINGS,150,HELP DUMONT LLC,7,36,12/30/2017,REHAB,3-3783-1003,8,60,19,593022.1727756973,4502303.594798407
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263667,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66618992,-73.89942245,KINGS,150,HELP DUMONT LLC,7,11,12/30/2017,REHAB,3-3783-1004,8,60,19,593026.532922642,4502284.314626816
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263668,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66598525,-73.89936697,KINGS,150,HELP DUMONT LLC,7,29,12/30/2018,REHAB,3-3783-1005,8,60,19,593031.5069076434,4502261.653703338
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263669,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66581585,-73.89932908,KINGS,150,HELP DUMONT LLC,7,16,12/30/2017,REHAB,3-3783-1006,8,60,19,593034.9450672222,4502242.889355793
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263670,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.66572865,-73.89946957,KINGS,150,HELP DUMONT LLC,7,27,12/30/2017,REHAB,3-3783-1007,8,60,19,593023.1910064796,4502233.060951168
GENESIS HOMES REFINANCE 2015,"330 HINSDALE ST, Brooklyn, 11207",20156040-02087,0263671,ARCO MANAGEMENT LLC,3084436,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.665698,-73.89974459,KINGS,150,HELP DUMONT LLC,7,19,12/30/2017,REHAB,3-3783-1008,8,60,19,592999.9868708673,4502229.3676401265
GENESIS NEIGHBORHOOD CENTER,"360 SNEDIKER AVE, Brooklyn, 11207",19980469-00902,0079834,ARCO MANAGEMENT,3347581,,36047113400,NYC GEOG DIST #19 - BROOKLYN,331900,40.6659668,-73.90025611,KINGS,52,GENESIS NEIGHBORHOOD PLAZA LP,1,52,11/30/2000,NEW,3-3782-130,8,60,19,592956.3761539656,4502258.665099733
GENEVA COMMUNITY SENIOR CITIZENS APTS,"150 LYCEUM ST, GENEVA, 14456",20020549-01107,0115939,GENEVA HOUSING AUTHORITY,NA (Outside NYC),,36069051600,GENEVA CITY SD,430700,42.86857345,-76.99900651,ONTARIO,32,LYCEUM HOUSING LIMITED PARTNERSHIP,1,32,5/31/2004,NEW,104.10-2-1.110,24,131,54,336714.91327642056,4748158.532181928
GENEVA YMCA APARTMENTS,"235 GENESEE ST, GENEVA, 14456",19990025-00918,0091920,PROVIDENCE HOUSING,NA (Outside NYC),,36069051801,GENEVA CITY SD,430700,42.86828127,-76.98340805,ONTARIO,20,"CASTLE STREET ASSOCIATES, L.P.",1,20,8/14/2000,REHAB,104.11-3-24.200,24,131,54,337988.3184907591,4748095.947696236
GEORGIA'S PLACE,"691 PROSPECT PL, Brooklyn, 11216",20030379-01513,0119644,CCM PROPERTY MANAGEMENT,3390836,,36047022100,NYC GEOG DIST #17 - BROOKLYN,331700,40.6747717,-73.95384083,KINGS,48,"GEORGIA'S PLACE, L.P.",1,48,3/1/2006,NEW,3-1224-48,9,57,20,588415.3914843432,4503180.782677366
GERARD BLOCK APARTMENTS,"118-126 LAKE ST, ELMIRA, 14901",20186002-02120,0257697,ARBOR HOUSING AND DEVELOPMENT,NA (Outside NYC),,36015000700,ELMIRA CITY SD,70600,42.0891405,-76.80108675,CHEMUNG,28,GERARD BLOCK APARTMENTS LLC,2,22,10/26/2020,NEW,89.19-7-35,23,124,58,351044.1034628531,4661243.020692136
GERARD BLOCK APARTMENTS,"414 CARROLL ST, ELMIRA, 14901",20186002-02120,0257841,ARBOR HOUSING AND DEVELOPMENT,NA (Outside NYC),,36015000700,ELMIRA CITY SD,70600,42.08936613,-76.80073843,CHEMUNG,28,GERARD BLOCK APARTMENTS LLC,2,6,11/17/2020,NEW,89.19-7-16,23,124,58,351073.4396227027,4661267.466658861
GERARD PLACE,"2515 BAILEY AVE, BUFFALO, 14215",19990138-00944,0096405,,NA (Outside NYC),,36029004100,BUFFALO CITY SD,140600,42.9232244,-78.81340002,ERIE,15,"GERARD PLACE, L.P.",1,15,10/30/2000,REHAB,90.73-5-13.2,26,141,63,188772.39330091636,4759347.85294637
GERMANIA AVENUE DEVELOPMENT,"317 GERMANIA AVE, SCHENECTADY, 12307",19901104-01249,0001753,"BETTER NEIGHBORHOODS, INC.",NA (Outside NYC),,36093021002,SCHENECTADY CITY SD,530600,42.80818462,-73.9390111,SCHENECTADY,4,"BETTER NEIGHBORHOODS, INC.",2,2,6/3/1991,NEW,49.24-5-15,20,111,44,586748.3655822453,4740060.221270364
GERMANIA AVENUE DEVELOPMENT,"314 GERMANIA AVE, SCHENECTADY, 12307",19901104-01249,0002378,"BETTER NEIGHBORHOODS, INC.",NA (Outside NYC),,36093021002,SCHENECTADY CITY SD,530600,42.80821345,-73.93952291,SCHENECTADY,4,"BETTER NEIGHBORHOODS, INC.",2,2,6/5/1991,NEW,49.24-4-25.1,20,111,44,586706.4784283105,4740062.89620746
GERMANTOWN REFORMED CHURCH SR HOUSING,"32 CHURCH AVE, GERMANTOWN, 12526",19980528-01284,0079631,CARR PROPERTY MANAGEMENT INC.,NA (Outside NYC),,36021002000,GERMANTOWN CSD,100902,42.13075992,-73.87863686,COLUMBIA,50,PALATINE MANOR HDFC,1,50,10/17/1998,NEW,158.00-1-84.2,19,106,41,592678.8606759844,4664902.9478214
GILBERT'S GROVE APARTMENTS,"1100 EMERY ST, FULTON, 13069",20021326-01381,0129837,FULTON HOUSING AUTHORITY,NA (Outside NYC),,36075021102,FULTON CITY SD,460500,43.32529571,-76.39752264,OSWEGO,136,"PATHFINDER COURTS, L.P.",3,40,9/8/2003,REHAB,236.59-1-18,24,120,50,386692.31072793354,4797887.611642
GILBERT'S GROVE APARTMENTS,"1100 EMERY ST, FULTON, 13069",20021326-01381,0132801,FULTON HOUSING AUTHORITY,NA (Outside NYC),,36075021102,FULTON CITY SD,460500,43.32529571,-76.39752264,OSWEGO,136,"PATHFINDER COURTS, L.P.",3,48,8/31/2003,REHAB,236.59-1-18,24,120,50,386692.31072793354,4797887.611642
GILBERT'S GROVE APARTMENTS,"1100 EMERY ST, FULTON, 13069",20021326-01381,0132802,FULTON HOUSING AUTHORITY,NA (Outside NYC),,36075021102,FULTON CITY SD,460500,43.32529571,-76.39752264,OSWEGO,136,"PATHFINDER COURTS, L.P.",3,48,8/31/2003,REHAB,236.59-1-18,24,120,50,386692.31072793354,4797887.611642
GLEN LAKE APARTMENTS,"207-209 E 2ND ST, WATKINS GLEN, 14891",20186047-02136,0020455,,NA (Outside NYC),,36097950400,WATKINS GLEN CSD,550301,42.38248657,-76.87202912,SCHUYLER,34,GLEN LAKE APARTMENTS LLC,1,34,12/30/2020,NEW,65.9-4-3,23,132,58,345892.35275196284,4693942.0540710995
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261690,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,7,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261691,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,7,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261692,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,6,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261693,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,6,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261694,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,18,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261695,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,6,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261696,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,6,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261697,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,7,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEAGLE GREEN AT BELLPORT,"511 ATLANTIC AVE, BROOKHAVEN, 11713",20186025-02199,0261698,LTD. MANAGEMENT,NA (Outside NYC),,36103159103,SOUTH COUNTRY CSD,580235,40.77545957,-72.94640757,SUFFOLK,70,BELLPORT RESIDENCES LLC,9,7,6/29/2022,NEW,973.80-9-39.2,2,3,3,673300.5846265833,4515860.231853836
GLENEIDA COURT PHASE II,"20 GLENEIDA CT, CARMEL, 10512",19960621-00863,0074494,PUTNAM COUNTY HOUSING CORPORATION,NA (Outside NYC),,36079011501,CARMEL CSD,480102,41.41891269,-73.6762286,PUTNAM,24,"GLENEIDA SENIOR APARTMENTS, L.P.",1,24,1/1/1999,NEW,55.6-1-73.3,17,94,40,610624.5821750789,4586107.557627878
GLENVILLE TERRACE,"389 SARATOGA RD, GLENVILLE, 12302",19980026-00960,0079480,TM ASSOCIATES MANAGEMENT INC,NA (Outside NYC),,36093032503,BURNT HILLS-BALLSTON LAKE CSD,520101,42.88113169,-73.92952507,SCHENECTADY,32,GLENVILLE TOWN LIMITED PARTNERSHIP,1,32,12/12/2000,NEW,15.15-2-18.2,20,112,46,587421.0390309395,4748170.562263565
GLOVERSVILLE APARTMENTS,"1 SANTOS DR, GLOVERSVILLE, 12078",20106034-01827,0198166,"CRM RENTAL MANAGEMENT COMPANY, INC.",NA (Outside NYC),,36035971100,GLOVERSVILLE CITY SD,170500,43.06835869,-74.34732271,FULTON,48,GLOVERSVILLE HSG GROUP LTD PATNERSHIP,4,16,5/30/2013,NEW,134.10-1-6,21,118,49,553139.7168574955,4768612.644745503
GLOVERSVILLE APARTMENTS,"2 SANTOS DR, GLOVERSVILLE, 12078",20106034-01827,0198167,"CRM RENTAL MANAGEMENT COMPANY, INC.",NA (Outside NYC),,36035971100,GLOVERSVILLE CITY SD,170500,43.06825169,-74.34863671,FULTON,48,GLOVERSVILLE HSG GROUP LTD PATNERSHIP,4,16,5/30/2013,NEW,134.10-1-6,21,118,49,553032.8254596422,4768599.930976175
GLOVERSVILLE APARTMENTS,"3 SANTOS DR, GLOVERSVILLE, 12078",20106034-01827,0198168,"CRM RENTAL MANAGEMENT COMPANY, INC.",NA (Outside NYC),,36035971100,GLOVERSVILLE CITY SD,170500,43.06860669,-74.34856171,FULTON,48,GLOVERSVILLE HSG GROUP LTD PATNERSHIP,4,8,5/30/2013,NEW,134.10-1-6,21,118,49,553038.625748053,4768639.401181554
GLOVERSVILLE APARTMENTS,"4 SANTOS DR, GLOVERSVILLE, 12078",20106034-01827,0198169,"CRM RENTAL MANAGEMENT COMPANY, INC.",NA (Outside NYC),,36035971100,GLOVERSVILLE CITY SD,170500,43.06892069,-74.34743971,FULTON,48,GLOVERSVILLE HSG GROUP LTD PATNERSHIP,4,8,5/30/2013,NEW,134.10-1-6,21,118,49,553129.7055016193,4768674.980824028
GLUSKER GARDENS,"93 CENTER ST, ELLENVILLE, 12428",20010774-01064,0108923,TWO PLUS FOUR MANAGEMENT CO.,NA (Outside NYC),,36111954800,ELLENVILLE CSD,622002,41.71526126,-74.3934915,ULSTER,32,"ELLENVILLE HOUSING CO. I, L.P.",1,32,5/12/2003,NEW,83.327-1-5.100,19,101,51,550453.0041501176,4618340.492879556
GODFREY MEADOW,"68 GODFREY RD, BLOOMINGBURG, 12721",19990116-01068,0095139,FRIEDOWITZ MANAGEMENT,NA (Outside NYC),,36105951202,PINE BUSH CSD,440401,41.55958806,-74.44914541,SULLIVAN,24,"TIV LEIVOV, LLC",1,24,7/15/2001,NEW,201.00-1-5.1,19,100,51,545933.7673063766,4601026.159574149
GOLDEN RIDGE II APARTMENTS,"6 ISABEL LN, THOMPSON, 12701",20176018-02082,0255545,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.6643715,-74.66654265,SULLIVAN,81,GOLDEN RIDGE II LIMITED PARTNERSHIP,2,26,7/24/2019,NEW,13.00-3-37.8,19,100,51,527760.8045962426,4612566.571718985
GOLDEN RIDGE II APARTMENTS,"8 ISABEL LN, THOMPSON, 12701",20176018-02082,0255546,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.66518544,-74.66695334,SULLIVAN,81,GOLDEN RIDGE II LIMITED PARTNERSHIP,2,55,6/13/2019,NEW,13.00-3-37.8,19,100,51,527726.2648255484,4612656.805233039
GOLDEN RIDGE IV,"3 ISABEL LN, THOMPSON, 12701",20186014-02132,0260999,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.66478277,-74.66849332,SULLIVAN,81,GOLDEN RIDGE IV LP,2,55,7/13/2020,NEW,13.00-3-37.5,19,100,51,527598.2326708712,4612611.605507602
GOLDEN RIDGE IV,"5 ISABEL LN, THOMPSON, 12701",20186014-02132,0261000,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.66529203,-74.66943157,SULLIVAN,81,GOLDEN RIDGE IV LP,2,26,7/26/2020,NEW,13.00-3-37.5,19,100,51,527519.9055475213,4612667.844851522
GOLDEN RIDGE PHASE I,"4 ISABEL LN, THOMPSON, 12701",20136036-01930,0233006,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.66368094,-74.66776185,SULLIVAN,81,GOLDEN RIDGE LIMITED PARTNERSHIP,2,55,9/24/2015,NEW,13.00-3-37.9,19,100,51,527659.5998415885,4612489.512001175
GOLDEN RIDGE PHASE I,"2 ISABEL LN, THOMPSON, 12701",20136036-01930,0233007,DEVON MANAGEMENT CORPORATION,NA (Outside NYC),,36105951500,MONTICELLO CSD,591401,41.66448903,-74.66804377,SULLIVAN,81,GOLDEN RIDGE LIMITED PARTNERSHIP,2,26,11/17/2015,NEW,13.00-3-37.9,19,100,51,527635.7837722414,4612579.137786511
GOLDEN VIEW,"1-52 DOMENICA LN, LLOYD, 12528",20050325-01555,0147751,AIDA RODRIGUEZ,NA (Outside NYC),,36111953600,HIGHLAND CSD,620803,41.70312391,-73.96361188,ULSTER,51,GOLDEN VIEW LLC,1,51,10/23/2007,NEW,96.29-3-2.100,18,104,41,586229.5414396424,4617334.127036768
GRACE BROWN HOUSE,"4263 HOMER AVE, CORTLANDVILLE, 13045",20190338-02244,0263509,KELLY LAWTON,NA (Outside NYC),,36023971000,HOMER CSD,110701,42.61322215,-76.1874421,CORTLAND,25,GRACE BROWN HOUSE LP,1,25,3/10/2022,NEW,76.19-1-30.220,22,125,52,402608.099968069,4718548.56423987
GRACE PLAZA,"159 S 5TH AVE, MT VERNON, 10550",20030444-01542,0123339,ROB DEBENEDICTIS MANAGEMENT CORP.,NA (Outside NYC),,36119003100,MT VERNON SCHOOL DISTRICT,660900,40.90693544,-73.83607584,WESTCHESTER,83,GRACE PLAZA LLC,1,83,11/28/2005,NEW,165.78-3088-27,16,89,36,598026.334390498,4529078.140815229
GRACE TERRACE,"125-129 S 5TH AVE, MT VERNON, 10550",20126028-01986,0226152,ROB DEBENDICTIS MANAGEMENT CORP,NA (Outside NYC),,36119003100,MT VERNON SCHOOL DISTRICT,660900,40.90821212,-73.83671481,WESTCHESTER,67,GRACE TERRACE LLC,1,67,8/31/2016,NEW,165.78-3088-32,16,89,36,597970.6343673054,4529219.150565909
GRANITE WORKS,"48-52 WATER ST, LYONS, 14489",19900982-00005,0002544,WAYNE COUNTY RURAL DEVELOPMENT CORP,NA (Outside NYC),,36117021400,LYONS CSD,650501,43.06248897,-76.99406748,WAYNE,4,GRANITE WORKS ASSOC LP,1,4,10/10/1990,REHAB,54280071111-09-044617,24,130,54,337629.38040866057,4769683.769273755
GRANT PARK PHASE II,"1 WHETSTONE AVE, YONKERS, 10703",20116095-01934,0210911,"LANDEX MANAGEMENT, LLC",NA (Outside NYC),,36119000501,YONKERS CITY SD,662300,40.94091698,-73.88978735,WESTCHESTER,56,"GRANT PARK II, L.P.",2,28,10/15/2015,NEW,2.00-2083-1,16,90,35,593454.7496999907,4532791.670472818
GRANT PARK PHASE II,"5 WHETSTONE AVE, YONKERS, 10703",20116095-01934,0210912,"LANDEX MANAGEMENT, LLC",NA (Outside NYC),,36119000501,YONKERS CITY SD,662300,40.94120442,-73.88875193,WESTCHESTER,56,"GRANT PARK II, L.P.",2,28,11/3/2015,NEW,2.00-2083-2,16,90,35,593541.5045796371,4532824.68692909
GRANT STREET APARTMENTS,"25 GRANT ST, NORTH TONAWANDA, 14120",20176079-02122,0255641,PEOPLE INC.,NA (Outside NYC),,36063023200,NORTH TONAWANDA CITY SD,400900,43.02775779,-78.87124184,NIAGARA,52,GRANT STREET APARTMENTS LLC,1,52,6/29/2020,REHAB,185.5-1-44,26,140,62,184586.7241483815,4771173.895096371
GRANT STREET SENIOR RENTAL HOUSING,"131 GRANT ST, RYE BROOK, 10573",19980375-01282,0079545,ARCO MANAGEMENT CORP,NA (Outside NYC),,36119007901,PORT CHESTER-RYE UFSD,661904,40.9974166,-73.67850315,WESTCHESTER,26,"GRANT STREET SENIOR HOUSING, L.P.",3,10,5/30/2000,NEW,141.43-1-27,16,91,37,611145.6409022465,4539311.22538035
GRANT STREET SENIOR RENTAL HOUSING,"131 GRANT ST, RYE BROOK, 10573",19980375-01282,0107137,ARCO MANAGEMENT CORP,NA (Outside NYC),,36119007901,PORT CHESTER-RYE UFSD,661904,40.9974166,-73.67850315,WESTCHESTER,26,"GRANT STREET SENIOR HOUSING, L.P.",3,8,5/30/2000,NEW,141.43-1-27,16,91,37,611145.6409022465,4539311.22538035
GRANT STREET SENIOR RENTAL HOUSING,"131 GRANT ST, RYE BROOK, 10573",19980375-01282,0107138,ARCO MANAGEMENT CORP,NA (Outside NYC),,36119007901,PORT CHESTER-RYE UFSD,661904,40.9974166,-73.67850315,WESTCHESTER,26,"GRANT STREET SENIOR HOUSING, L.P.",3,8,5/30/2000,NEW,141.43-1-27,16,91,37,611145.6409022465,4539311.22538035
GRATWICK MANOR,"840 TONAWANDA ST, BUFFALO, 14207",19940752-00788,0052294,PEOPLE INC.,NA (Outside NYC),,36029005802,BUFFALO CITY SD,140600,42.95166408,-78.90524718,ERIE,24,"GRATWICK MANOR INVESTOR, LLC",1,24,12/14/1997,NEW,77.56-3-27.1,26,149,61,181422.40906136826,4762850.950236337
GREATER ALLEN CATHEDRAL AFFORDABLE HOUSING,"110-42 MERRICK BLVD, QUEENS, 11433",20030399-01751,0127488,SHINDA MANAGEMENT CORPORATON,4217106,,36081026400,NYC GEOG DIST #29 - QUEENS,342900,40.69483149,-73.78199283,QUEENS,54,GREATER ALLEN AFFORDABLE HOUSING LP,1,54,12/20/2007,NEW,4-10200-71,5,32,14,602908.4482159236,4505594.627024582
GREEN ISLAND SENIOR HOUSING,"119-123 GEORGE ST, GREEN ISLAND, 12183",20000106-00971,0095096,WATERVLIET HOUSING AUTHORITY,NA (Outside NYC),100-year,36001013100,GREEN ISLAND UFSD,10701,42.74427562,-73.69139727,ALBANY,13,"GREEN ISLAND SENIOR HOUSING, L.P.",1,13,9/30/2001,REHAB,"21.77-2-25, 21.77-2-26",20,108,43,607104.0674859644,4733247.900599976
GREEN MEADOWS 515 PRESERVATION PROJECT,"318 GREEN MEADOWS WAY, CHESTER, 10918",20080035-01639,0002473,COMMUNITY SERVICES PROGRAMS INC,NA (Outside NYC),,36071014301,CHESTER UFSD,440201,41.36519921,-74.27136615,ORANGE,36,"GREEN MEADOWS APARTMENTS, L.P.",1,36,7/30/2009,REHAB,102.00-1-64.1,18,101,42,560939.9493459217,4579555.009303983
GREENPORT REVITALIZATION/SUFFOLK COUNTY,"620 2ND ST, GREENPORT, 11944",19930844-01151,0048387,NORTH FORK HOUSING ALLIANCE,NA (Outside NYC),,36103170101,GREENPORT UFSD,581010,41.10851077,-72.3641616,SUFFOLK,10,NORTH FORK HOUSING ALLIANCE,4,3,11/1/1996,REHAB,2.00-5-24,1,1,1,721324.8082982997,4554151.384934538
GREENPORT REVITALIZATION/SUFFOLK COUNTY,"618 2ND ST, GREENPORT, 11944",19930844-01151,0048388,NORTH FORK HOUSING ALLIANCE,NA (Outside NYC),,36103170101,GREENPORT UFSD,581010,41.10840089,-72.36410523,SUFFOLK,10,NORTH FORK HOUSING ALLIANCE,4,2,3/31/1997,REHAB,2.00-5-25,1,1,1,721329.9112805601,4554139.328495877
GREENPORT REVITALIZATION/SUFFOLK COUNTY,"528 1ST ST, GREENPORT, 11944",19930844-01151,0048389,NORTH FORK HOUSING ALLIANCE,NA (Outside NYC),,36103170101,GREENPORT UFSD,581010,41.1059388,-72.36163665,SUFFOLK,10,NORTH FORK HOUSING ALLIANCE,4,3,7/1/1996,REHAB,4.00-3-3,1,1,1,721545.4941672359,4553872.246068304
