Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"140 Carver Loop, Bronx, 10475-2946",82,2128854,0011C,14,Bronx,500-year,Riverbay Corp.,H081,40.87797757,-73.82645493,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046203,-8218323.525799999,4994361.230700009
"140 Asch Loop, Bronx, 10475-4033",82,2128842,0020A,14,Bronx,500-year,Riverbay Corp.,H081,40.87121337,-73.82721746,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218408.410299998,4993365.404700011
"120 Asch Loop, Bronx, 10475-4002",82,2128841,0020B,14,Bronx,500-year,Riverbay Corp.,H081,40.87116229,-73.82683739,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218366.1011000015,4993357.885100007
"100 Asch Loop, Bronx, 10475-4010",82,2095396,0020C,14,Bronx,500-year,Riverbay Corp.,H081,40.87097812,-73.82652063,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218330.839499997,4993330.773000009
"100 Bellamy Loop, Bronx, 10475-3769",82,2095398,0021A,14,Bronx,500-year,Riverbay Corp.,H081,40.87246223,-73.8258446,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218255.584199997,4993549.254300006
"120 Bellamy Loop, Bronx, 10475-3726",82,2128843,0021B,14,Bronx,500-year,Riverbay Corp.,H081,40.87251198,-73.82622331,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218297.741999997,4993556.578199998
"140 Bellamy Loop, Bronx, 10475-3702",82,2128844,0021C,14,Bronx,500-year,Riverbay Corp.,H081,40.87271054,-73.82658506,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218338.011799999,4993585.8094
"100 Co-op City Blvd, Bronx, 10475-3800",82,2096810,0022A,14,Bronx,500-year,Riverbay Corp.,H081,40.87132487,-73.82538207,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218204.095500002,4993381.818900004
"120 Co-op City Blvd, Bronx, 10475-3802",82,2128845,0022B,14,Bronx,500-year,Riverbay Corp.,H081,40.87157648,-73.8252368,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051410120,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005046204,-8218187.924099997,4993418.859200008
"4120 Hutch R Pkwy, Bronx, 10475-5432",82,,0030A,14,Bronx,500-year,Riverbay Corp.,H081,40.86374766,-73.82504129,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218166.159999998,4992266.42050001
"4100 Hutch R Pkwy, Bronx, 10475-5402",82,,0030B,14,Bronx,500-year,Riverbay Corp.,H081,40.8628214,-73.82586264,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218257.5923,4992130.079700001
"4160 Hutch R Pkwy, Bronx, 10475-4832",82,,0032B,14,Bronx,500-year,Riverbay Corp.,H081,40.86580632,-73.82333847,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217976.602899998,4992569.451600008
"140 Elgar Pl, Bronx, 10475-5201",82,2093861,00033,14,Bronx,,Riverbay Corp.,H081,40.86362428,-73.82220532,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217850.461199999,4992248.259500012
"120 Elgar Pl, Bronx, 10475-5103",82,2093860,00034,14,Bronx,,Riverbay Corp.,H081,40.86340511,-73.82138908,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217759.597699996,4992215.998600006
"100 Elgar Pl, Bronx, 10475-5002",82,2093859,00035,14,Bronx,,Riverbay Corp.,H081,40.86389178,-73.82152643,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217774.887499999,4992287.634400003
"Townhouses Earhart Ln, Bronx, 10475-5513",82,,00040,14,Bronx,,Riverbay Corp.,H081,40.86235279,-73.82298021,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8217936.721499994,4992061.103400007
"2440 Hunter Ave, Bronx, 10475-5646",82,2128826,0026A,14,Bronx,,Riverbay Corp.,H081,40.86228849,-73.82476089,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218134.946,4992051.638900012
"2420 Hunter Ave, Bronx, 10475-5626",82,2128825,0026B,14,Bronx,,Riverbay Corp.,H081,40.8622144,-73.82438676,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218093.298,4992040.73340001
"2400 Hunter Ave, Bronx, 10475-5602",82,2093857,0026C,14,Bronx,,Riverbay Corp.,H081,40.86200614,-73.8240861,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218059.8287,4992010.079099998
"100 Erdman Pl, Bronx, 10475-5346",82,2093862,0027A,14,Bronx,,Riverbay Corp.,H081,40.86336916,-73.82331334,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8217973.805400001,4992210.707000002
"120 Erdman Pl, Bronx, 10475-5326",82,2128833,0027B,14,Bronx,,Riverbay Corp.,H081,40.86344415,-73.82369537,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218016.332800001,4992221.745099999
"140 Erdman Pl, Bronx, 10475-5302",82,2128834,0027C,14,Bronx,,Riverbay Corp.,H081,40.86365133,-73.82399127,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8218049.2722999975,4992252.241099998
"140 Einstein Loop, Bronx, 10475-4903",82,2128829,0028A,14,Bronx,,Riverbay Corp.,H081,40.865337,-73.822049,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217833.059700001,4992500.367700011
"120 Einstein Loop, Bronx, 10475-4927",82,2128828,0028B,14,Bronx,,Riverbay Corp.,H081,40.865254,-73.821655,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217789.199799998,4992488.1501
"100 Einstein Loop, Bronx, 10475-4947",82,2093858,0028C,14,Bronx,,Riverbay Corp.,H081,40.865053,-73.821366,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217757.028499998,4992458.563100003
"4200 Hutch R Pkwy, Bronx, 10475-4702",82,,0029A,14,Bronx,,Riverbay Corp.,H081,40.86649037,-73.82255978,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217889.919499997,4992670.144600004
"4220 Hutch R Pkwy, Bronx, 10475-4726",82,,0029B,14,Bronx,,Riverbay Corp.,H081,40.86688387,-73.82205141,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217833.328000002,4992728.06880001
"4240 Hutch R Pkwy, Bronx, 10475-4746",82,,0029C,14,Bronx,,Riverbay Corp.,H081,40.86697766,-73.82133371,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217753.434000002,4992741.875000007
"100 Erskine Pl, Bronx, 10475-5732",82,2093851,0031A,14,Bronx,,Riverbay Corp.,H081,40.86153583,-73.8217088,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8217795.188799998,4991940.853500009
"120 Erskine Pl, Bronx, 10475-5702",82,2128824,0031B,14,Bronx,,Riverbay Corp.,H081,40.8616894,-73.82137235,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,2051350051,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030201,-8217757.735300001,4991963.457600005
"4180 Hutch R Pkwy, Bronx, 10475-4802",82,,0032A,14,Bronx,,Riverbay Corp.,H081,40.86605012,-73.8229917,bklehammer@riverbaycorp.com ,Douglas Elliman Property Management,(718) 320-3300,,NYC GEOG DIST #11 - BRONX,321100,36,Active,15372,36005030202,-8217938.000599995,4992605.339200005
"633 Olmstead Ave, Bronx, 10473-1745",87,2092669,00001,14,Bronx,,Jamie Towers Hsg. Co. Inc,H082,40.81939201,-73.85176634,Kimary.Quinones@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 829-6912,2035670001,NYC GEOG DIST # 8 - BRONX,320800,34,Active,620,36005007400,-8221141.179600002,4985739.633000001
"2070 Seward Ave, Bronx, 10473-2146",87,2092671,00002,14,Bronx,,Jamie Towers Hsg. Co. Inc,H082,40.82020708,-73.85248893,Kimary.Quinones@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 829-6912,2035670001,NYC GEOG DIST # 8 - BRONX,320800,34,Active,620,36005007400,-8221221.617999997,4985859.528400011
"2050 Seward Ave, Bronx, 10473-2146",87,2092668,00003,14,Bronx,,Jamie Towers Hsg. Co. Inc,H082,40.82008655,-73.85346643,Kimary.Quinones@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 829-6912,2035670001,NYC GEOG DIST # 8 - BRONX,320800,34,Active,620,36005007400,-8221330.432799995,4985841.798600003
"630 Pugsley Ave, Bronx, 10473-2168",87,2092670,00004,14,Bronx,,Jamie Towers Hsg. Co. Inc,H082,40.81889466,-73.85388421,Kimary.Quinones@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 829-6912,2035670001,NYC GEOG DIST # 8 - BRONX,320800,34,Active,620,36005007400,-8221376.9399000015,4985666.474300012
"1 Barker St, Mt. Kisco, 10549-1616",93,,00001,17,Westchester,,Mt. Kisco Mid Income Hsg,H084,41.21222749,-73.72564536,tpallman@ferraramgmt.com ,"The Ferrara Management Group, Inc.",(914) 888-2099,,BEDFORD CSD,660102,40,Active,92,36119012900,-8207101.454500001,5043696.985100001
"200 Seth Green Dr, Rochester, 14621",136,,00001,25,Monroe,,"Seneca Towers, Inc.",H088,43.19119308,-77.61953417,GZarcone@senecatowers.com ,"Rochester Management, Inc.",(585) 467-3727,,ROCHESTER CITY SD,261600,56,Active,491,36055004602,-8640567.329,5341120.120400004
"137-47 45 Ave, Queens, 11355-4063",25,4583520,01070,6,Queens,,Kissena ll / 45th Avenue,H091,40.7518747,-73.82202598,,Douglas Elliman Property Management,,4051450081,NYC GEOG DIST #25 - QUEENS,342500,16,HFA MOU (shared with HFA),289,36081084500,-8217830.496399999,4975813.0559
"2550 Webb Ave, Bronx, 10468-3930",78,2014843,00001,13,Bronx,,West Kingsbridge Apt. Co.,H093,40.86713275,-73.90327124,ESkoczylas@jewishhome.org ,"Kittay House Jewish Home Lifecare, Inc.",(646) 825-1421,2032200016,NYC GEOG DIST #10 - BRONX,321000,31,Active,295,36005026300,-8226874.680999996,4992764.704300009
"350 65 St, Brooklyn, 11220-4948",51,3144194,00001,10,Kings,,"Bayridge Air Rights, Inc.",H099,40.63818913,-74.02205744,Adam.Butler@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 492-5300,3058260001,NYC GEOG DIST #20 - BROOKLYN,332000,26,Active,811,36047007000,-8240097.902999999,4959121.441500008
"260 65 St, Brooklyn, 11220-4816",51,3144193,00002,10,Kings,,"Bayridge Air Rights, Inc.",H099,40.63954208,-74.02422154,Adam.Butler@fsresidential.com ,"FirstService Residential New York, Inc.",(718) 492-5300,3058250001,NYC GEOG DIST #20 - BROOKLYN,332000,26,Active,811,36047002200,-8240338.8095999975,4959319.917800009
"1 D'Assern Dr, Dobbs Ferry, 10522-3108",92,,00001,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00639906,-73.86558527,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222679.497600002,5013286.796700001
"2 D'Assern Dr, Dobbs Ferry, 10522-3109",92,,00002,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00615971,-73.86548241,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222668.047300002,5013251.489200003
"3 D'Assern Dr, Dobbs Ferry, 10522-3110",92,,00003,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00594884,-73.86536647,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222655.140899995,5013220.38310001
"4 D'Assern Dr, Dobbs Ferry, 10522-3116",92,,00004,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00566765,-73.86537129,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222655.6774999965,5013178.903999999
"5 Zimmerman Ct, Dobbs Ferry, 10522-3125",92,,00005,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00654803,-73.86525033,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222642.212300001,5013308.771899998
"6 Zimmerman Ct, Dobbs Ferry, 10522-3126",92,,00006,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00644118,-73.86521683,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222638.483099999,5013293.010000005
"7 Zimmerman Ct, Dobbs Ferry, 10522-3127",92,,00007,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00655237,-73.86522537,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222639.433700001,5013309.412100002
"8 D'Assern Dr, Dobbs Ferry, 10522-3129",92,,00008,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00550802,-73.86513492,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222629.3648999985,5013155.356600001
"9 Johnson Ct, Dobbs Ferry, 10522-3130",92,,00009,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00559129,-73.86483265,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222595.716300001,5013167.639900006
"10 D'Assern Dr, Dobbs Ferry, 10522-3132",92,,00010,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00520436,-73.86527856,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222645.354799997,5013110.56310001
"11 Johnson Ct, Dobbs Ferry, 10522-3133",92,,00011,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00558853,-73.8648036,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222592.482499996,5013167.232799999
"12 Johnson Ct, Dobbs Ferry, 10522-3134",92,,00012,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00547957,-73.86482165,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222594.491799995,5013151.15990001
"13 Johnson Ct, Dobbs Ferry, 10522-3135",92,,00013,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.00558577,-73.86477455,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222589.2486999985,5013166.825600006
"14 Johnson Ct, Dobbs Ferry, 10522-3136",92,,00014,16,Westchester,,Joseph M. D'Assern Hsg Co,H101,41.0054768,-73.86479259,hsmgmt@aol.com ,"H & S Property Mgmt.,Inc.",(914) 798-9574,,DOBBS FERRY UFSD,660403,35,HFA MOU (shared with HFA),112,36119010500,-8222591.256900001,5013150.751200013
"821 E Brighton Ave, Syracuse, 13205-2539",129,,00001,22,Onondaga,,Syracuse Sr. Citizen Proj,H103A,43.00558754,-76.12994746,,Syracuse Management Inc.,,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),599,36067006102,-8474747.239899999,5312823.676899999
"833 E Brighton Ave, Syracuse, 13205-2539",129,,00002,22,Onondaga,,Syracuse Sr. Citizen Proj,H103B,43.00565325,-76.12908525,,Syracuse Management Inc.,,,SYRACUSE CITY SD,421800,48,HFA MOU (shared with HFA),0,36067006102,-8474651.259099998,5312833.679500006
"1175 Findlay Ave, Bronx, 10456-4182",77,2002295,00001,15,Bronx,,Home & Hosp Daught Jacob,H111,40.83217745,-73.9129249,cchen@prestigemgt.com ,"Prestige Management, Inc.",(347) 291-9685,2024350025,NYC GEOG DIST # 9 - BRONX,320900,32,Active,227,36005017500,-8227949.321599998,4987620.519900002
"221 S Geneva St, Ithaca, 14850-5455",125,,00001,19,Tompkins,,"McGraw House Co. , Inc.",H115,42.43754637,-76.5004603,viki@mcgrawhouse.org ,"McGraw Housing Co., Inc.",(607) 272-7054,,ITHACA CITY SD,610600,52,Active,106,36109000100,-8515992.549199998,5226750.066000007
"133 E Lawrence St, Saratoga Springs, 12866-1317",113,,0EAST,20,Saratoga,,Embury Apartments,H117,43.08957705,-73.79076113,avarnam@thewesleycommunity.org ,"Embury Apartments, Inc.",(518) 691-1551,,SARATOGA SPRINGS CITY SD,521800,44,Active,192,36091061201,-8214350.1248,5325617.670200005
"133 W Lawrence St, Saratoga Springs, 12866-1318",113,,0WEST,20,Saratoga,,Embury Apartments,H117,43.08923199,-73.79135689,avarnam@thewesleycommunity.org ,"Embury Apartments, Inc.",(518) 691-1551,,SARATOGA SPRINGS CITY SD,521800,44,Active,192,36091061201,-8214416.444499996,5325565.07190001
"90 North St, Auburn, 13021-2619",126,,00001,24,Cayuga,,"Schwartz Towers, Inc.",H120,42.93643683,-76.56490011,Schwartz.towers@gmail.com,"Schwartz Towers, Inc.",(315) 253-4947,,AUBURN CITY SD,050100,48,Active,141,36011041400,-8523165.962499999,5302303.188000016
"30 Doxsey Pl, Lynbrook, 11563-3435",21,,00001,4,Nassau,,Nathan Hale Hsg. Co. Inc.,H121,40.65277286,-73.66903767,nhsh47@gmail.com ,"Becker Real Estate Services, Inc.",(516) 887-7457,,LYNBROOK UFSD,280220,9,HFA MOU (shared with HFA),127,36059411901,-8200799.909500001,4961261.073400006
"68 W Main St, Gouverneur, 13642",117,,00002,21,St Lawrence,,NULL,H122A,44.3347747,-75.47258231,bmrayburn@unitedhelpers.org ,"United Helpers Management, Inc.",(315) 287-0527,,GOUVERNEUR CSD,511101,49,Active,28,36089492700,-8401569.673700001,5517397.729000002
"68 W Main St, Gouverneur, 13642",117,,00003,21,St Lawrence,,NULL,H122A,44.3347747,-75.47258231,bmrayburn@unitedhelpers.org ,"United Helpers Management, Inc.",(315) 287-0527,,GOUVERNEUR CSD,511101,49,Active,28,36089492700,-8401569.673700001,5517397.729000002
"68 W Main St, Gouverneur, 13642",117,,00001,21,St Lawrence,,NULL,H122A,44.3347747,-75.47258231,bmrayburn@unitedhelpers.org ,"United Helpers Management, Inc.",(315) 287-0527,,GOUVERNEUR CSD,511101,49,Active,28,36089492700,-8401569.673700001,5517397.729000002
"33 Linwood Ave, Buffalo, 14209-2228",141,,00001,26,Erie,,Trinity Towers of Buffalo,H123,42.90312808,-78.8702314,YFerrer@corvusiq.com ,"Corvus Property Intelligence, LLC",(716) 882-4348,,BUFFALO CITY SD,140600,63,Active,83,36029006702,-8779794.349599998,5297239.845300004
"101 2nd Mile Dr, Poughkeepsie, 12601-5102",104,,00001,18,Dutchess,,St. Simeon Second Mile Co,H126,41.68171488,-73.92201691,aliceclaire665@yahoo.com ,St. Simeon Second Mile Corp.,(845) 471-5766,,POUGHKEEPSIE CITY SD,131500,39,Active,100,36027220801,-8228961.445799999,5113421.734000005
